"","Position_um","Intensity_mean"
"1",0,216.02884
"2",0.67,216.53009
"3",1.33,216.75356
"4",2,217.12048
"5",2.67,217.18315
"6",3.33,216.85617
"7",4,216.7285
"8",4.67,216.6611
"9",5.33,216.77547
"10",6,217.19828
"11",6.67,217.37342
"12",7.33,216.88898
"13",8,216.18001
"14",8.67,215.66956
"15",9.33,214.69177
"16",10,213.99192
"17",10.67,213.55057
"18",11.33,213.17987
"19",12,212.99831
"20",12.67,212.83017
"21",13.33,212.99631
"22",14,212.91121
"23",14.67,212.47258
"24",15.33,212.47765
"25",16,212.69488
"26",16.67,212.95637
"27",17.33,212.70536
"28",18,212.92036
"29",18.67,213.4284
"30",19.33,214.20791
"31",20,214.54479
"32",20.67,214.91052
"33",21.33,215.06217
"34",22,215.33382
"35",22.67,215.51012
"36",23.33,215.6808
"37",24,216.27777
"38",24.67,216.67214
"39",25.33,216.60511
"40",26,216.62125
"41",26.67,217.07698
"42",27.33,216.96071
"43",28,216.99159
"44",28.67,217.03026
"45",29.33,217.02547
"46",30,216.76736
"47",30.67,217.12489
"48",31.33,218.20449
"49",32,219.08914
"50",32.67,220.02994
"51",33.33,220.46655
"52",34,220.7252
"53",34.67,220.87858
"54",35.33,221.54128
"55",36,221.99538
"56",36.67,221.98181
"57",37.33,221.85587
"58",38,221.45013
"59",38.67,221.14996
"60",39.33,220.82755
"61",40,220.6157
"62",40.67,220.20087
"63",41.33,220.04232
"64",42,220.14499
"65",42.67,220.34044
"66",43.33,220.64311
"67",44,220.63626
"68",44.67,220.5125
"69",45.33,220.37179
"70",46,220.24431
"71",46.67,220.28825
"72",47.33,220.73613
"73",48,221.18301
"74",48.67,220.89862
"75",49.33,220.48978
"76",50,220.49009
"77",50.67,220.86054
"78",51.33,220.47572
"79",52,220.29565
"80",52.67,220.12502
"81",53.33,220.06832
"82",54,219.8723
"83",54.67,219.37694
"84",55.33,218.82684
"85",56,218.28426
"86",56.67,218.01053
"87",57.33,217.71826
"88",58,217.32328
"89",58.67,216.97055
"90",59.33,216.75635
"91",60,217.66077
"92",60.67,218.93694
"93",61.33,219.82787
"94",62,220.25275
"95",62.67,220.69262
"96",63.33,221.34721
"97",64,221.91316
"98",64.67,222.51404
"99",65.33,222.76579
"100",66,222.87103
"101",66.67,222.68938
"102",67.33,222.32578
"103",68,221.73889
"104",68.67,221.41587
"105",69.33,221.34961
"106",70,220.75631
"107",70.67,220.28511
"108",71.33,220.67638
"109",72,220.8492
"110",72.67,221.01584
"111",73.33,221.19893
"112",74,220.9215
"113",74.67,220.61461
"114",75.33,220.73521
"115",76,220.84479
"116",76.67,220.67227
"117",77.33,220.34746
"118",78,219.98098
"119",78.67,219.46649
"120",79.33,219.74782
"121",80,220.56262
"122",80.67,221.2594
"123",81.33,221.48111
"124",82,221.56301
"125",82.67,221.70702
"126",83.33,221.87956
"127",84,221.59449
"128",84.67,221.33404
"129",85.33,221.19809
"130",86,221.21973
"131",86.67,221.24951
"132",87.33,220.89252
"133",88,220.85629
"134",88.67,221.05032
"135",89.33,221.14145
"136",90,221.76795
"137",90.67,222.44857
"138",91.33,222.78
"139",92,222.6007
"140",92.67,222.66768
"141",93.33,222.69272
"142",94,222.64881
"143",94.67,222.41884
"144",95.33,222.25404
"145",96,222.3953
"146",96.67,222.82701
"147",97.33,223.27757
"148",98,223.76983
"149",98.67,223.94129
"150",99.33,224.00857
"151",100,224.05319
"152",100.67,223.92719
"153",101.33,223.68372
"154",102,223.39325
"155",102.67,223.08023
"156",103.33,222.95337
"157",104,223.12151
"158",104.67,222.97868
"159",105.33,222.82862
"160",106,222.64828
"161",106.67,222.68964
"162",107.33,222.89808
"163",108,222.86028
"164",108.67,222.63017
"165",109.33,222.77947
"166",110,222.92262
"167",110.67,223.12747
"168",111.33,223.30461
"169",112,223.37245
"170",112.67,223.63004
"171",113.33,223.72498
"172",114,223.57876
"173",114.67,223.34588
"174",115.33,223.2938
"175",116,223.2575
"176",116.67,223.45868
"177",117.33,223.53858
"178",118,223.90352
"179",118.67,223.93791
"180",119.33,223.77158
"181",120,223.26614
"182",120.67,223.15849
"183",121.33,222.45428
"184",122,221.99781
"185",122.67,221.70827
"186",123.33,221.45678
"187",124,221.07017
"188",124.67,221.17112
"189",125.33,221.34765
"190",126,221.26666
"191",126.67,221.40837
"192",127.33,221.00525
"193",128,220.8104
"194",128.67,221.01103
"195",129.33,221.53543
"196",130,221.62836
"197",130.67,221.79689
"198",131.33,222.09627
"199",132,222.44204
"200",132.67,223.06847
"201",133.33,223.23365
"202",134,223.41877
"203",134.67,223.52155
"204",135.33,223.52035
"205",136,222.93021
"206",136.67,222.70573
"207",137.33,222.25604
"208",138,222.38467
"209",138.67,222.50924
"210",139.33,222.87891
"211",140,223.09631
"212",140.67,223.04696
"213",141.33,222.94508
"214",142,222.96383
"215",142.67,223.62751
"216",143.33,223.89765
"217",144,223.94422
"218",144.67,223.98209
"219",145.33,223.6904
"220",146,223.65725
"221",146.67,223.19027
"222",147.33,223.06249
"223",148,223.14448
"224",148.67,223.08689
"225",149.33,222.83844
"226",150,222.70195
"227",150.67,222.37304
"228",151.33,222.04393
"229",152,222.16487
"230",152.67,221.9393
"231",153.33,221.90342
"232",154,222.22832
"233",154.67,222.56284
"234",155.33,222.77635
"235",156,223.04709
"236",156.67,223.43873
"237",157.33,223.62377
"238",158,223.89718
"239",158.67,223.68471
"240",159.33,223.64907
"241",160,223.65808
"242",160.67,223.53542
"243",161.33,223.47066
"244",162,223.37552
