"","Position_um","Intensity_mean"
"1",0,220.98128
"2",0.67,220.98828
"3",1.33,220.94418
"4",2,220.81217
"5",2.67,220.68401
"6",3.33,220.55498
"7",4,220.51342
"8",4.67,220.57147
"9",5.33,220.62759
"10",6,220.72596
"11",6.67,220.9363
"12",7.33,221.26853
"13",8,221.68311
"14",8.67,222.10386
"15",9.33,222.45031
"16",10,222.75299
"17",10.67,222.96877
"18",11.33,223.13739
"19",12,223.23476
"20",12.67,223.2039
"21",13.33,223.19076
"22",14,223.26564
"23",14.67,223.34978
"24",15.33,223.39206
"25",16,223.50427
"26",16.67,223.49564
"27",17.33,223.43561
"28",18,223.22703
"29",18.67,222.97747
"30",19.33,222.65498
"31",20,222.15412
"32",20.67,221.48808
"33",21.33,220.7339
"34",22,219.99071
"35",22.67,219.34435
"36",23.33,218.9472
"37",24,218.75916
"38",24.67,218.69364
"39",25.33,218.84279
"40",26,219.09195
"41",26.67,219.33285
"42",27.33,219.53204
"43",28,219.6076
"44",28.67,219.60048
"45",29.33,219.57965
"46",30,219.72146
"47",30.67,219.9412
"48",31.33,220.11901
"49",32,220.22338
"50",32.67,220.38157
"51",33.33,220.64044
"52",34,220.88947
"53",34.67,221.09488
"54",35.33,221.26812
"55",36,221.44924
"56",36.67,221.66116
"57",37.33,221.97129
"58",38,222.31542
"59",38.67,222.64992
"60",39.33,223.04493
"61",40,223.38759
"62",40.67,223.7001
"63",41.33,223.85884
"64",42,223.9516
"65",42.67,223.99204
"66",43.33,224.0088
"67",44,224.07842
"68",44.67,224.19449
"69",45.33,224.41654
"70",46,224.69334
"71",46.67,224.96023
"72",47.33,225.19094
"73",48,225.50965
"74",48.67,225.74026
"75",49.33,225.95218
"76",50,226.05707
"77",50.67,226.17742
"78",51.33,226.35266
"79",52,226.56897
"80",52.67,226.79014
"81",53.33,226.83156
"82",54,226.81575
"83",54.67,226.89529
"84",55.33,227.20245
"85",56,227.48013
"86",56.67,227.65027
"87",57.33,227.75461
"88",58,227.81312
"89",58.67,227.77697
"90",59.33,227.63868
"91",60,227.54325
"92",60.67,227.51816
"93",61.33,227.57551
"94",62,227.61609
"95",62.67,227.62063
"96",63.33,227.64048
"97",64,227.69325
"98",64.67,227.7757
"99",65.33,227.91045
"100",66,228.07027
"101",66.67,228.20618
"102",67.33,228.39698
"103",68,228.53967
"104",68.67,228.68893
"105",69.33,228.84449
"106",70,229.03541
"107",70.67,229.26825
"108",71.33,229.57622
"109",72,229.86507
"110",72.67,230.0693
"111",73.33,230.23463
"112",74,230.34658
"113",74.67,230.47392
"114",75.33,230.54311
"115",76,230.55939
"116",76.67,230.48164
"117",77.33,230.32858
"118",78,230.22474
"119",78.67,230.18299
"120",79.33,230.17586
"121",80,230.19645
"122",80.67,230.14471
"123",81.33,230.12119
"124",82,230.11303
"125",82.67,230.06707
"126",83.33,230.09556
"127",84,230.11886
"128",84.67,230.13558
"129",85.33,230.06471
"130",86,229.95325
"131",86.67,229.76601
"132",87.33,229.59239
"133",88,229.43057
"134",88.67,229.29636
"135",89.33,229.21055
"136",90,229.03832
"137",90.67,228.80681
"138",91.33,228.4997
"139",92,228.2515
"140",92.67,228.0384
"141",93.33,227.9209
"142",94,227.8672
"143",94.67,227.89361
"144",95.33,227.96325
"145",96,228.12631
"146",96.67,228.35182
"147",97.33,228.48852
"148",98,228.55778
"149",98.67,228.55907
"150",99.33,228.57032
"151",100,228.55564
"152",100.67,228.55772
"153",101.33,228.53053
"154",102,228.44765
"155",102.67,228.4074
"156",103.33,228.51583
"157",104,228.63881
"158",104.67,228.65343
"159",105.33,228.5744
"160",106,228.43763
"161",106.67,228.27124
"162",107.33,228.11524
"163",108,227.98832
"164",108.67,227.92365
"165",109.33,227.78622
"166",110,227.61658
"167",110.67,227.46398
"168",111.33,227.43591
"169",112,227.48077
"170",112.67,227.55573
"171",113.33,227.64568
"172",114,227.75262
"173",114.67,227.90027
"174",115.33,228.10739
"175",116,228.32764
"176",116.67,228.41907
"177",117.33,228.45244
"178",118,228.33951
"179",118.67,228.25148
"180",119.33,228.08604
"181",120,227.89688
"182",120.67,227.72714
"183",121.33,227.61719
"184",122,227.52548
"185",122.67,227.28405
"186",123.33,227.01886
"187",124,226.72457
"188",124.67,226.46676
"189",125.33,226.25285
"190",126,226.08552
"191",126.67,225.95253
"192",127.33,225.84578
"193",128,225.67369
"194",128.67,225.49348
"195",129.33,225.3536
"196",130,225.27908
"197",130.67,225.19694
"198",131.33,225.10937
"199",132,225.02045
"200",132.67,224.95426
"201",133.33,224.91571
"202",134,224.82617
"203",134.67,224.71849
"204",135.33,224.57122
"205",136,224.43892
"206",136.67,224.40112
"207",137.33,224.46001
"208",138,224.50728
"209",138.67,224.54226
"210",139.33,224.63898
"211",140,224.75804
"212",140.67,224.93343
"213",141.33,225.1188
"214",142,225.26879
"215",142.67,225.34708
"216",143.33,225.35135
"217",144,225.27165
"218",144.67,225.19489
"219",145.33,225.11218
"220",146,225.02848
"221",146.67,224.90409
"222",147.33,224.71187
"223",148,224.5842
"224",148.67,224.418
"225",149.33,224.29862
"226",150,224.20502
"227",150.67,224.19343
"228",151.33,224.22443
"229",152,224.2969
"230",152.67,224.38552
"231",153.33,224.45053
"232",154,224.51229
"233",154.67,224.57111
"234",155.33,224.60716
"235",156,224.69404
"236",156.67,224.79346
"237",157.33,224.8492
"238",158,224.82297
"239",158.67,224.75671
"240",159.33,224.68209
"241",160,224.66935
"242",160.67,224.76893
"243",161.33,224.90321
"244",162,225.09626
"245",162.67,225.35107
"246",163.33,225.66536
"247",164,225.88969
"248",164.67,226.00129
"249",165.33,226.11112
"250",166,226.22235
"251",166.67,226.37343
"252",167.33,226.55561
"253",168,226.74768
"254",168.67,226.88831
"255",169.33,226.98013
"256",170,227.056
"257",170.67,227.08186
"258",171.33,227.01853
"259",172,226.95191
"260",172.67,226.84638
"261",173.33,226.69164
"262",174,226.51542
"263",174.67,226.40192
"264",175.33,226.27742
"265",176,226.17983
"266",176.67,226.06412
"267",177.33,225.99151
"268",178,225.93799
"269",178.67,225.91484
"270",179.33,225.94507
"271",180,225.97613
"272",180.67,226.1159
"273",181.33,226.24277
"274",182,226.3982
"275",182.67,226.49388
"276",183.33,226.54165
"277",184,226.56516
"278",184.67,226.53818
"279",185.33,226.46877
"280",186,226.41103
"281",186.67,226.45724
"282",187.33,226.48995
"283",188,226.55556
"284",188.67,226.56093
"285",189.33,226.56994
"286",190,226.62187
"287",190.67,226.706
"288",191.33,226.84216
"289",192,226.92667
"290",192.67,227.01164
"291",193.33,226.98925
"292",194,226.96159
"293",194.67,226.94027
"294",195.33,226.95312
"295",196,226.92298
"296",196.67,226.91371
"297",197.33,226.84943
"298",198,226.78875
"299",198.67,226.77588
"300",199.33,226.70418
"301",200,226.63435
"302",200.67,226.53986
"303",201.33,226.5511
"304",202,226.54373
"305",202.67,226.61547
"306",203.33,226.68667
"307",204,226.80537
"308",204.67,226.91604
"309",205.33,227.00787
"310",206,227.12504
"311",206.67,227.20756
"312",207.33,227.34817
"313",208,227.46689
"314",208.67,227.624
"315",209.33,227.68102
